label,method,origin_count,origin_stability,origin_radii,baseline_nests,edge
positive_infinity_013_pair,double_full_return,2,SU,"[182.78700301074625, 273.38126050525574]","[{""pt"": [-2.2523001110976515, 4.050830743761647], ""tr"": 6.840023740986883, ""roots"": [], ""stab"": [], ""k"": 16, ""redge"": 0.04552945025831408}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [390.4284481098168, 643.7076870850963], ""stab"": [""S"", ""U""], ""k"": 64, ""redge"": 7622.9934177679015}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 8.199609374999932, ""u_valid"": 8.199584960937432, ""r_valid"": 3639.4394842769243, ""D"": 10.422936017342128, ""sign"": 1}"
positive_infinity_013_hopf_1,double_full_return,2,US,"[0.23896413625376864, 23.649151313337967]","[{""pt"": [-2.2520038495816204, 4.050723438450431], ""tr"": 6.838576813101694, ""roots"": [], ""stab"": [], ""k"": 16, ""redge"": 0.04552945025831408}, {""pt"": [0.0, -0.0], ""tr"": -0.0022594524270347794, ""roots"": [0.45714471326890904, 52.8387446085732], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.97435966943203, ""sign"": -1}"
positive_infinity_013_hopf_0.1,double_full_return,3,USU,"[0.062279434471896426, 80.7554810101705, 7788.307314097471]","[{""pt"": [-2.252270485999842, 4.050820009589049], ""tr"": 6.839879029119903, ""roots"": [], ""stab"": [], ""k"": 16, ""redge"": 0.04552945025831408}, {""pt"": [0.0, -0.0], ""tr"": -0.00022594524270347794, ""roots"": [0.13097415321081862, 184.42534012565832, 16601.440057234777], ""stab"": [""U"", ""S"", ""U""], ""k"": 72, ""redge"": 59029.90202699436}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 10.246118164062425, ""u_valid"": 10.246093749999925, ""r_valid"": 28172.278738939578, ""D"": 10.988206557180078, ""sign"": 1}"
negative_009_pair,double_full_return,2,US,"[5.672361428781197, 8.46019780669483]","[{""pt"": [-6.016328740484436, 7.215677716943948], ""tr"": -7.833777743321263, ""roots"": [6107.328490896728], ""stab"": [""U""], ""k"": 64, ""redge"": 7735.480226994553}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.925406625206655, ""sign"": -1}"
negative_009_hopf_1,double_full_return,3,SUS,"[0.19161422682466728, 5.167329234976618, 8.996294518428043]","[{""pt"": [-6.01635938354159, 7.215707142253008], ""tr"": -7.8335415208426635, ""roots"": [6107.328490896728], ""stab"": [""U""], ""k"": 64, ""redge"": 7735.480226994553}, {""pt"": [0.0, -0.0], ""tr"": 0.0002938247350048025, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.92512004908698, ""sign"": -1}"
negative_009_hopf_0.1,double_full_return,3,SUS,"[0.054555446170083184, 5.6139318869140045, 8.521888265711375]","[{""pt"": [-6.016331804792932, 7.215680659476854], ""tr"": -7.833754121080249, ""roots"": [6107.328490896728], ""stab"": [""U""], ""k"": 64, ""redge"": 7735.480226994553}, {""pt"": [0.0, -0.0], ""tr"": 2.938247350048025e-05, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.925377966790286, ""sign"": -1}"
positive_infinity_014_fold,double_full_return,0,,[],"[{""pt"": [-2.24582027210934, 4.048504272672974], ""tr"": 7.06731245834929, ""roots"": [], ""stab"": [], ""k"": 15, ""redge"": 0.03535464158851712}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 69, ""redge"": 29740.128283877224}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 9.559448242187425, ""u_valid"": 9.559423828124924, ""r_valid"": 14177.675068207283, ""D"": 9.719815253004533, ""sign"": 1}"
positive_infinity_014_pair,double_full_return,2,SU,"[650.8367999696665, 973.6589286805039]","[{""pt"": [-2.245815425885723, 4.048502548891156], ""tr"": 7.067373750319436, ""roots"": [], ""stab"": [], ""k"": 15, ""redge"": 0.03535464158851712}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [1362.7291842528552, 2246.7605922815164], ""stab"": [""S"", ""U""], ""k"": 69, ""redge"": 30385.98947168283}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 9.581249999999924, ""u_valid"": 9.581225585937425, ""r_valid"": 14490.167369489483, ""D"": 9.82479936293629, ""sign"": 1}"
positive_infinity_014_hopf_1,double_full_return,2,US,"[0.223284448858018, 30.401146351705535]","[{""pt"": [-2.2455224468863166, 4.048398382603013], ""tr"": 7.065935733026593, ""roots"": [], ""stab"": [], ""k"": 15, ""redge"": 0.03535464158851712}, {""pt"": [0.0, -0.0], ""tr"": -0.002243996130779646, ""roots"": [0.45714471326890904, 67.84629106328036], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.28863266027346, ""sign"": -1}"
positive_infinity_014_hopf_0.1,double_full_return,2,US,"[0.058831549403354964, 137.89707921555296]","[{""pt"": [-2.24578612897718, 4.048492128618565], ""tr"": 7.067229929575959, ""roots"": [], ""stab"": [], ""k"": 15, ""redge"": 0.03535464158851712}, {""pt"": [0.0, -0.0], ""tr"": -0.0002243996130779646, ""roots"": [0.10200277308269971, 304.0659811212787], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -32.046485235822715, ""sign"": -1}"
negative_010_fold,double_full_return,0,,[],"[{""pt"": [-7.776337658450374, 8.923909997729094], ""tr"": -12.319892673166729, ""roots"": [3613.1757627074176], ""stab"": [""U""], ""k"": 61, ""redge"": 3993.5667525510235}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.536526706837776, ""sign"": -1}"
negative_010_pair,double_full_return,2,US,"[6.3377518099189025, 9.457293950130532]","[{""pt"": [-7.827216395831889, 8.973688975873516], ""tr"": -12.441941196433167, ""roots"": [3604.365292163129], ""stab"": [""U""], ""k"": 61, ""redge"": 3974.114444526719}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.540288719403506, ""sign"": -1}"
negative_010_hopf_1,double_full_return,3,SUS,"[0.21030210867986232, 5.777303285989275, 10.041822134202734]","[{""pt"": [-7.827260634707179, 8.97373226564454], ""tr"": -12.441582388276478, ""roots"": [3604.365292163129], ""stab"": [""U""], ""k"": 61, ""redge"": 3974.114444526719}, {""pt"": [0.0, -0.0], ""tr"": 0.0004460441079078142, ""roots"": [0.3560246606707792, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.53995965630402, ""sign"": -1}"
negative_010_hopf_0.1,double_full_return,3,SUS,"[0.05964687823268572, 6.273140084437051, 9.524490697907629]","[{""pt"": [-7.827220819722713, 8.97369330485329], ""tr"": -12.441905315625254, ""roots"": [3604.365292163129], ""stab"": [""U""], ""k"": 61, ""redge"": 3974.114444526719}, {""pt"": [0.0, -0.0], ""tr"": 4.460441079078142e-05, ""roots"": [0.10200277308269971, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.5402558117697, ""sign"": -1}"
positive_infinity_015_fold,double_full_return,2,SU,"[2980.7305702246927, 2981.1275295557275]","[{""pt"": [-2.242530789406892, 4.047339819915777], ""tr"": 7.200481808701655, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.030418137612858807}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 75, ""redge"": 129817.55829445756}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 11.032519531249921, ""u_valid"": 11.032495117187421, ""r_valid"": 61851.71570363196, ""D"": 10.270833978962093, ""sign"": 1}"
positive_infinity_015_pair,double_full_return,2,SU,"[2473.3339424289784, 3700.8581466637925]","[{""pt"": [-2.242530028074699, 4.047339551712129], ""tr"": 7.200491749956654, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.030418137612858807}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [4756.392211184673, 7841.965010372586], ""stab"": [""S"", ""U""], ""k"": 75, ""redge"": 132766.3749807762}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 11.05510253906242, ""u_valid"": 11.05507812499992, ""r_valid"": 63264.40482950237, ""D"": 9.448437974033482, ""sign"": 1}"
positive_infinity_015_hopf_1,double_full_return,2,US,"[0.1967562819666584, 39.14882568274512]","[{""pt"": [-2.2422766248490253, 4.047250315891091], ""tr"": 7.199243815163441, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.030418137612858807}, {""pt"": [0.0, -0.0], ""tr"": -0.0019458097075354174, ""roots"": [0.3560246606707792, 87.11636215324636], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.29745786127712, ""sign"": -1}"
positive_infinity_015_hopf_0.1,double_full_return,2,US,"[0.05291653042491289, 208.35026528265374]","[{""pt"": [-2.242504688476513, 4.047330625371884], ""tr"": 7.200366942109494, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.030418137612858807}, {""pt"": [0.0, -0.0], ""tr"": -0.00019458097075354176, ""roots"": [0.10200277308269971, 390.4284481098168], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -32.22930252799372, ""sign"": -1}"
negative_011_fold,double_full_return,0,,[],"[{""pt"": [-11.835428285986184, 12.927718131260999], ""tr"": -22.32101740066748, ""roots"": [2615.211335237247], ""stab"": [""U""], ""k"": 60, ""redge"": 2686.395627067097}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.91295407426706, ""sign"": -1}"
negative_011_pair,double_full_return,2,US,"[7.991298563363186, 11.92876149082107]","[{""pt"": [-11.912464944598524, 13.004103268760563], ""tr"": -22.500399685400943, ""roots"": [2617.7664999927892], ""stab"": [""U""], ""k"": 60, ""redge"": 2691.647620756736}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [11.789917546552921, 19.43828783880247], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.90918943691537, ""sign"": -1}"
positive_infinity_016_fold,double_full_return,2,SU,"[22017.28666165519, 22033.680908694605]","[{""pt"": [-2.2399583588237357, 4.0464370545668995], ""tr"": 7.311793710399063, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.02676538304079523}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 84, ""redge"": 1164987.9289568898}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 13.226538085937412, ""u_valid"": 13.226513671874912, ""r_valid"": 554883.6171306028, ""D"": 9.04879151917163, ""sign"": 1}"
positive_infinity_016_pair,double_full_return,2,SU,"[18281.912234785763, 27360.023022597088]","[{""pt"": [-2.239958308254342, 4.04643703688824], ""tr"": 7.311794388774158, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.02676538304079523}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [35145.24887696035, 57944.71938749432], ""stab"": [""S"", ""U""], ""k"": 84, ""redge"": 1192614.8215420987}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 13.249755859374911, ""u_valid"": 13.249731445312412, ""r_valid"": 567917.5026335969, ""D"": 10.585072220749291, ""sign"": 1}"
negative_011_hopf_1,double_full_return,3,SUS,"[0.2505919440324993, 7.240240125696872, 12.704740895717478]","[{""pt"": [-11.91254025220582, 13.004177943970381], ""tr"": -22.49975502797833, ""roots"": [2617.7664999927892], ""stab"": [""U""], ""k"": 60, ""redge"": 2691.647620756736}, {""pt"": [0.0, -0.0], ""tr"": 0.0008028489390645949, ""roots"": [0.3560246606707792, 11.789917546552921, 19.43828783880247], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.908752465159665, ""sign"": -1}"
positive_infinity_016_hopf_1,double_full_return,2,US,"[0.16211819674654443, 54.51943381607156]","[{""pt"": [-2.2397649777490165, 4.0463694696872015], ""tr"": 7.310839479877512, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.02676538304079523}, {""pt"": [0.0, -0.0], ""tr"": -0.001487713661626617, ""roots"": [0.277272284523134, 111.85962321414235], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.16596418123757, ""sign"": -1}"
positive_infinity_016_hopf_0.1,double_full_return,2,US,"[0.04482086557158983, 324.3780151821687]","[{""pt"": [-2.2399389756170107, 4.046430278547774], ""tr"": 7.311698889453817, ""roots"": [], ""stab"": [], ""k"": 14, ""redge"": 0.02676538304079523}, {""pt"": [0.0, -0.0], ""tr"": -0.00014877136616266173, ""roots"": [0.07943983955226135, 643.7076870850963], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -32.154750862448786, ""sign"": -1}"
negative_011_hopf_0.1,double_full_return,3,SUS,"[0.07028480427957846, 7.904116053690733, 12.018679463022536]","[{""pt"": [-11.912472475363192, 13.004110736285055], ""tr"": -22.50033521966779, ""roots"": [2617.7664999927892], ""stab"": [""U""], ""k"": 60, ""redge"": 2691.647620756736}, {""pt"": [0.0, -0.0], ""tr"": 8.02848939064595e-05, ""roots"": [0.10200277308269971, 11.789917546552921, 19.43828783880247], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.90914573697261, ""sign"": -1}"
positive_infinity_017_fold,double_full_return,2,SU,"[162504.14562599958, 163060.91529624595]","[{""pt"": [-2.2385389994212983, 4.045941915653445], ""tr"": 7.375306524558086, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.024875097123516283}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 93, ""redge"": 10152802.624902932}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.390478515624906, ""u_valid"": 15.390454101562407, ""r_valid"": 4830468.899518596, ""D"": 9.421022810151085, ""sign"": 1}"
positive_infinity_017_pair,double_full_return,2,SU,"[135110.75631187292, 202220.991886243]","[{""pt"": [-2.2385389958417683, 4.045941914407408], ""tr"": 7.375306573328327, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.024875097123516283}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [259690.21556273944, 428156.78219099], ""stab"": [""S"", ""U""], ""k"": 93, ""redge"": 10393569.40075113}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.413964843749905, ""u_valid"": 15.413940429687406, ""r_valid"": 4945261.630297546, ""D"": 9.58219339225362, ""sign"": 1}"
positive_infinity_017_hopf_1,double_full_return,2,US,"[0.1390264083416007, 70.18747220732983]","[{""pt"": [-2.2383858695443903, 4.045888623405678], ""tr"": 7.374548937477682, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.024875097123516283}, {""pt"": [0.0, -0.0], ""tr"": -0.0011797863069972446, ""roots"": [0.277272284523134, 143.63059930807287], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.023694768846546, ""sign"": -1}"
positive_infinity_017_hopf_0.1,double_full_return,2,US,"[0.039161419925780455, 439.4459270029946]","[{""pt"": [-2.238523683468214, 4.045936584285515], ""tr"": 7.375230804430563, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.024875097123516283}, {""pt"": [0.0, -0.0], ""tr"": -0.00011797863069972446, ""roots"": [0.07943983955226135, 826.537031134543], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -32.03416890989477, ""sign"": -1}"
positive_infinity_018_fold,double_full_return,2,SU,"[8623486.23440518, 9156733.431768788]","[{""pt"": [-2.23702307904448, 4.045415433997498], ""tr"": 7.444621414949776, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.022916013313138143}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [18205689.644426107, 23376568.23177193], ""stab"": [""S"", ""U""], ""k"": 110, ""redge"": 720860113.0887278}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 19.64714355468739, ""u_valid"": 19.647119140624888, ""r_valid"": 340906614.7230364, ""D"": 8.63879220768159, ""sign"": 1}"
positive_infinity_018_pair,double_full_return,2,SU,"[7366844.351305997, 11045049.77164819]","[{""pt"": [-2.237023079024109, 4.045415433990439], ""tr"": 7.444621415232117, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.022916013313138143}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [14178605.351434018, 23376568.23177193], ""stab"": [""S"", ""U""], ""k"": 110, ""redge"": 737954818.0365255}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 19.670776367187386, ""u_valid"": 19.67075195312489, ""r_valid"": 349059151.0745195, ""D"": 7.499091528824984, ""sign"": 1}"
positive_infinity_018_hopf_1,double_full_return,2,US,"[0.1113661903633476, 100.52993309771267]","[{""pt"": [-2.2369158897882624, 4.0453782987974805], ""tr"": 7.444090052651021, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.022916013313138143}, {""pt"": [0.0, -0.0], ""tr"": -0.0008269722482012573, ""roots"": [0.21593987231061418, 236.80682420262687], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -33.78391602861074, ""sign"": -1}"
positive_infinity_018_hopf_0.1,double_full_return,2,US,"[0.032087787184820415, 656.8684692670963]","[{""pt"": [-2.2370123602244303, 4.045411719967749], ""tr"": 7.444568276358089, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.022916013313138143}, {""pt"": [0.0, -0.0], ""tr"": -8.269722482012574e-05, ""roots"": [0.0618678092503679, 1362.7291842528552], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -31.816094905284494, ""sign"": -1}"
positive_infinity_019_fold,binary128_matching,0,,[],"[{""pt"": [-2.2362259114974283, 4.045139549934848], ""tr"": 7.481699929365006, ""roots"": [], ""stab"": [], ""k"": 13, ""redge"": 0.021930768935644912}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [365671051.5652159], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 40.0, ""F"": 3.131880287943014e-13, ""sign"": 1, ""r_valid"": 2.3538526683701997e+17}"
negative_012_fold,double_full_return,0,,[],"[{""pt"": [-18.90023113230062, 19.956096332733452], ""tr"": -39.48819833734879, ""roots"": [2569.6425041447546], ""stab"": [""U""], ""k"": 60, ""redge"": 2593.592887156294}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.964989892090315, ""sign"": -1}"
negative_012_pair,double_full_return,2,US,"[10.861180309128004, 16.213344836050332]","[{""pt"": [-19.008632684863088, 20.064161609101767], ""tr"": -39.7377347995739, ""roots"": [2575.9237097820815], ""stab"": [""U""], ""k"": 60, ""redge"": 2606.2878833459717}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [15.13855379042673, 24.9592556419146], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.95777319614868, ""sign"": -1}"
negative_012_hopf_1,double_full_return,3,SUS,"[0.31009714846348096, 9.710945843067819, 17.405445941487837]","[{""pt"": [-19.008764525359695, 20.064293043076265], ""tr"": -39.73656462801273, ""roots"": [2575.9237097820815], ""stab"": [""U""], ""k"": 60, ""redge"": 2606.2878833459717}, {""pt"": [0.0, -0.0], ""tr"": 0.0014612289131604407, ""roots"": [0.45714471326890904, 15.13855379042673, 24.9592556419146], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.95715764489336, ""sign"": -1}"
negative_012_hopf_0.1,double_full_return,3,SUS,"[0.08542002545942043, 10.725248023373409, 16.353838900815607]","[{""pt"": [-19.00864586891733, 20.06417475250352], ""tr"": -39.73761778242843, ""roots"": [2575.9237097820815], ""stab"": [""U""], ""k"": 60, ""redge"": 2606.2878833459717}, {""pt"": [0.0, -0.0], ""tr"": 0.00014612289131604408, ""roots"": [0.13097415321081862, 15.13855379042673, 24.9592556419146], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.95771163504322, ""sign"": -1}"
negative_013_fold,double_full_return,0,,[],"[{""pt"": [-25.263237044391122, 26.30445166048585], ""tr"": -54.923606979880866, ""roots"": [2678.5368448874206], ""stab"": [""U""], ""k"": 60, ""redge"": 2818.069122327664}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.90074772491985, ""sign"": -1}"
negative_013_pair,double_full_return,2,US,"[13.357446399946108, 19.93877610438282]","[{""pt"": [-25.39366921966939, 26.43466346251965], ""tr"": -55.223026467754266, ""roots"": [2686.395627067097], ""stab"": [""U""], ""k"": 60, ""redge"": 2834.6297160755867}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [19.43828783880247, 32.04831862582525], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.892596022253095, ""sign"": -1}"
negative_013_hopf_1,double_full_return,3,SUS,"[0.35493480166539426, 11.817600468964487, 21.543216675661185]","[{""pt"": [-25.393852712837113, 26.434846647324296], ""tr"": -55.22137383635836, ""roots"": [2686.395627067097], ""stab"": [""U""], ""k"": 60, ""redge"": 2834.6297160755867}, {""pt"": [0.0, -0.0], ""tr"": 0.0020669045602329256, ""roots"": [0.45714471326890904, 19.43828783880247, 32.04831862582525], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.891838945324935, ""sign"": -1}"
negative_013_hopf_0.1,double_full_return,3,SUS,"[0.09644521722814618, 13.172836462674129, 20.130345327891394]","[{""pt"": [-25.39368756899107, 26.4346817810048], ""tr"": -55.22286120462617, ""roots"": [2686.395627067097], ""stab"": [""U""], ""k"": 60, ""redge"": 2834.6297160755867}, {""pt"": [0.0, -0.0], ""tr"": 0.00020669045602329257, ""roots"": [0.13097415321081862, 19.43828783880247, 32.04831862582525], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.89252030523575, ""sign"": -1}"
negative_014_fold,double_full_return,0,,[],"[{""pt"": [-29.7026596559783, 30.7374996328998], ""tr"": -65.7018621810326, ""roots"": [2771.6709781608956], ""stab"": [""U""], ""k"": 60, ""redge"": 3017.4476258463674}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.84413665520607, ""sign"": -1}"
negative_014_pair,double_full_return,2,US,"[15.000773420521728, 22.384911253655332]","[{""pt"": [-29.70350905010376, 30.738347996040808], ""tr"": -65.68452997011869, ""roots"": [2777.0896880264077], ""stab"": [""U""], ""k"": 60, ""redge"": 3029.2575819381896}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [19.43828783880247, 32.04831862582525], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -34.83756788673288, ""sign"": -1}"
