label,c,K,beta,alpha,selected_method,count,stability,outside_sign,edge_sign,edge_kind,edge_radius,sign_comparison,uncertain_sign_changes,baseline_origin_count,rational_vector
positive_center_000_fold,968888479267089700339486248465845633/1000000000000000000000000000000000000,1/512,0,-210009765625000000000000000000000000000/5657773271937986703734348733124301963,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-210009765625000000000000000000000000000/5657773271937986703734348733124301963"", ""0"", ""-10"", ""11/5"", ""968888479267089700339486248465845633/1000000000000000000000000000000000000""]"
positive_center_000_pair,9688912553490597545035735021799674507699/10000000000000000000000000000000000000000,1/512,0,-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689"", ""0"", ""-10"", ""11/5"", ""9688912553490597545035735021799674507699/10000000000000000000000000000000000000000""]"
positive_center_000_hopf_1,9688912553490597545035735021799674507699/10000000000000000000000000000000000000000,1/512,-29329768109595429/100000000000000000000000,-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689"", ""-29329768109595429/100000000000000000000000"", ""-10"", ""11/5"", ""9688912553490597545035735021799674507699/10000000000000000000000000000000000000000""]"
positive_center_000_hopf_0.1,9688912553490597545035735021799674507699/10000000000000000000000000000000000000000,1/512,-2932976810959543/100000000000000000000000,-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100097656250000000000000000000000000000000/56578038088396572995393085239796419584689"", ""-2932976810959543/100000000000000000000000"", ""-10"", ""11/5"", ""9688912553490597545035735021799674507699/10000000000000000000000000000000000000000""]"
positive_center_001_fold,484377271519692710082767201722243661/500000000000000000000000000000000000,1/1024,0,-105002441406250000000000000000000000000/2828149986716619810910439218944680271,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-105002441406250000000000000000000000000/2828149986716619810910439218944680271"", ""0"", ""-10"", ""11/5"", ""484377271519692710082767201722243661/500000000000000000000000000000000000""]"
positive_center_001_pair,2421889827494474233454219323261079141849/2500000000000000000000000000000000000000,1/1024,0,-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339"", ""0"", ""-10"", ""11/5"", ""2421889827494474233454219323261079141849/2500000000000000000000000000000000000000""]"
positive_center_001_hopf_1,2421889827494474233454219323261079141849/2500000000000000000000000000000000000000,1/1024,-916315656021331/6250000000000000000000,-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339"", ""-916315656021331/6250000000000000000000"", ""-10"", ""11/5"", ""2421889827494474233454219323261079141849/2500000000000000000000000000000000000000""]"
positive_center_001_hopf_0.1,2421889827494474233454219323261079141849/2500000000000000000000000000000000000000,1/1024,-14661050496341297/1000000000000000000000000,-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-525012207031250000000000000000000000000000/14140788102439216567996412555871870560339"", ""-14661050496341297/1000000000000000000000000"", ""-10"", ""11/5"", ""2421889827494474233454219323261079141849/2500000000000000000000000000000000000000""]"
positive_center_002_fold,968654108416194369962696398073161869/1000000000000000000000000000000000000,1/4096,0,-210001220703125000000000000000000000000/5655195192578138069589660378804780559,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-210001220703125000000000000000000000000/5655195192578138069589660378804780559"", ""0"", ""-10"", ""11/5"", ""968654108416194369962696398073161869/1000000000000000000000000000000000000""]"
positive_center_002_pair,4843272276951072976809543539510684585999/5000000000000000000000000000000000000000,1/4096,0,-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989"", ""0"", ""-10"", ""11/5"", ""4843272276951072976809543539510684585999/5000000000000000000000000000000000000000""]"
positive_center_002_hopf_1,4843272276951072976809543539510684585999/5000000000000000000000000000000000000000,1/4096,-18322695559164853/500000000000000000000000,-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989"", ""-18322695559164853/500000000000000000000000"", ""-10"", ""11/5"", ""4843272276951072976809543539510684585999/5000000000000000000000000000000000000000""]"
positive_center_002_hopf_0.1,4843272276951072976809543539510684585999/5000000000000000000000000000000000000000,1/4096,-9161347779582427/2500000000000000000000000,-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1050006103515625000000000000000000000000000/28275995046461802744904978934617530445989"", ""-9161347779582427/2500000000000000000000000"", ""-10"", ""11/5"", ""4843272276951072976809543539510684585999/5000000000000000000000000000000000000000""]"
positive_center_003_fold,193725800422462640873670695482010401/200000000000000000000000000000000000,1/16384,0,-42000061035156250000000000000000000000/1130983804647089049610377650302114411,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-42000061035156250000000000000000000000/1130983804647089049610377650302114411"", ""0"", ""-10"", ""11/5"", ""193725800422462640873670695482010401/200000000000000000000000000000000000""]"
positive_center_003_pair,1210786361068551516753105568339556938753/1250000000000000000000000000000000000000,1/16384,0,-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283"", ""0"", ""-10"", ""11/5"", ""1210786361068551516753105568339556938753/1250000000000000000000000000000000000000""]"
positive_center_003_hopf_1,1210786361068551516753105568339556938753/1250000000000000000000000000000000000000,1/16384,-45804196152938177/5000000000000000000000000,-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283,double_full_return,1,U,1,1,scan_cap,2.353852668369765e+17,agree,2,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283"", ""-45804196152938177/5000000000000000000000000"", ""-10"", ""11/5"", ""1210786361068551516753105568339556938753/1250000000000000000000000000000000000000""]"
positive_center_003_hopf_0.1,1210786361068551516753105568339556938753/1250000000000000000000000000000000000000,1/16384,-22902098076469089/25000000000000000000000000,-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-262500381469726562500000000000000000000000/7068649971754066684284161251735126326283"", ""-22902098076469089/25000000000000000000000000"", ""-10"", ""11/5"", ""1210786361068551516753105568339556938753/1250000000000000000000000000000000000000""]"
positive_center_004_fold,121077750581375949106059737218463873/125000000000000000000000000000000000,499999999999999999999999999999999983/50000000000000000000000000000000000000000,0,-700000166666666666666666666666666666666661/18849473503870278404444189584082736080000,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-700000166666666666666666666666666666666661/18849473503870278404444189584082736080000"", ""0"", ""-10"", ""11/5"", ""121077750581375949106059737218463873/125000000000000000000000000000000000""]"
positive_center_004_pair,4843110094314293633127051689928844957539/5000000000000000000000000000000000000000,499999999999999999999999999999999983/50000000000000000000000000000000000000000,0,-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858"", ""0"", ""-10"", ""11/5"", ""4843110094314293633127051689928844957539/5000000000000000000000000000000000000000""]"
positive_center_004_hopf_1,4843110094314293633127051689928844957539/5000000000000000000000000000000000000000,499999999999999999999999999999999983/50000000000000000000000000000000000000000,-150082639443627/100000000000000000000000,-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858"", ""-150082639443627/100000000000000000000000"", ""-10"", ""11/5"", ""4843110094314293633127051689928844957539/5000000000000000000000000000000000000000""]"
positive_center_004_hopf_0.1,4843110094314293633127051689928844957539/5000000000000000000000000000000000000000,499999999999999999999999999999999983/50000000000000000000000000000000000000000,-15008263944362701/100000000000000000000000000,-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100000499999999999999999999999999999999983/56548422074914459928795137178434589065858"", ""-15008263944362701/100000000000000000000000000"", ""-10"", ""11/5"", ""4843110094314293633127051689928844957539/5000000000000000000000000000000000000000""]"
positive_center_005_fold,968620770663119284660556679039995377/1000000000000000000000000000000000000,99999999999999999999999999999999993/100000000000000000000000000000000000000000,0,-466666677777777777777777777777777777777777/12566285505098471402813607709866553660000,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-466666677777777777777777777777777777777777/12566285505098471402813607709866553660000"", ""0"", ""-10"", ""11/5"", ""968620770663119284660556679039995377/1000000000000000000000000000000000000""]"
positive_center_005_pair,1210775965105379512970553718955576729191/1250000000000000000000000000000000000000,99999999999999999999999999999999993/100000000000000000000000000000000000000000,0,-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616"", ""0"", ""-10"", ""11/5"", ""1210775965105379512970553718955576729191/1250000000000000000000000000000000000000""]"
positive_center_005_hopf_1,1210775965105379512970553718955576729191/1250000000000000000000000000000000000000,99999999999999999999999999999999993/100000000000000000000000000000000000000000,-7500352464388149/50000000000000000000000000,-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616"", ""-7500352464388149/50000000000000000000000000"", ""-10"", ""11/5"", ""1210775965105379512970553718955576729191/1250000000000000000000000000000000000000""]"
positive_center_005_hopf_0.1,1210775965105379512970553718955576729191/1250000000000000000000000000000000000000,99999999999999999999999999999999993/100000000000000000000000000000000000000000,-7500352464388149/500000000000000000000000000,-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-4200000099999999999999999999999999999999993/113096569858546794282817454536181504337616"", ""-7500352464388149/500000000000000000000000000"", ""-10"", ""11/5"", ""1210775965105379512970553718955576729191/1250000000000000000000000000000000000000""]"
positive_center_006_fold,193724129452891104537403925819247969/200000000000000000000000000000000000,124999999999999999999999999999999997/1250000000000000000000000000000000000000000,0,-52500000124999999999999999999999999999999997/1413706779977252687389303980014659573750000,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-52500000124999999999999999999999999999999997/1413706779977252687389303980014659573750000"", ""0"", ""-10"", ""11/5"", ""193724129452891104537403925819247969/200000000000000000000000000000000000""]"
positive_center_006_pair,9686206474065739473817078337172664928947/10000000000000000000000000000000000000000,124999999999999999999999999999999997/1250000000000000000000000000000000000000000,0,-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425"", ""0"", ""-10"", ""11/5"", ""9686206474065739473817078337172664928947/10000000000000000000000000000000000000000""]"
positive_center_006_hopf_1,9686206474065739473817078337172664928947/10000000000000000000000000000000000000000,124999999999999999999999999999999997/1250000000000000000000000000000000000000000,-3730352834212753/250000000000000000000000000,-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425"", ""-3730352834212753/250000000000000000000000000"", ""-10"", ""11/5"", ""9686206474065739473817078337172664928947/10000000000000000000000000000000000000000""]"
positive_center_006_hopf_0.1,9686206474065739473817078337172664928947/10000000000000000000000000000000000000000,124999999999999999999999999999999997/1250000000000000000000000000000000000000000,-3730352834212753/2500000000000000000000000000,-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-52500000124999999999999999999999999999999997/1413706780368078355299696542722482855460425"", ""-3730352834212753/2500000000000000000000000000"", ""-10"", ""11/5"", ""9686206474065739473817078337172664928947/10000000000000000000000000000000000000000""]"
positive_center_007_fold,484310317462295198591571136153353793/500000000000000000000000000000000000,1/100000000,0,-105000000025000000000000000000000000000/2827413492085247184507282497686891723,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-105000000025000000000000000000000000000/2827413492085247184507282497686891723"", ""0"", ""-10"", ""11/5"", ""484310317462295198591571136153353793/500000000000000000000000000000000000""]"
positive_center_007_pair,9686206349388022395738418058374916662003/10000000000000000000000000000000000000000,1/100000000,0,-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743"", ""0"", ""-10"", ""11/5"", ""9686206349388022395738418058374916662003/10000000000000000000000000000000000000000""]"
positive_center_007_hopf_1,9686206349388022395738418058374916662003/10000000000000000000000000000000000000000,1/100000000,-7093800887747657/5000000000000000000000000000,-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743"", ""-7093800887747657/5000000000000000000000000000"", ""-10"", ""11/5"", ""9686206349388022395738418058374916662003/10000000000000000000000000000000000000000""]"
positive_center_007_hopf_0.1,9686206349388022395738418058374916662003/10000000000000000000000000000000000000000,1/100000000,-7093800887747657/50000000000000000000000000000,-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-67741935500000000000000000000000000000000/1824137736879620850100728988455615589743"", ""-7093800887747657/50000000000000000000000000000"", ""-10"", ""11/5"", ""9686206349388022395738418058374916662003/10000000000000000000000000000000000000000""]"
positive_center_008_fold,484310316845301948569847161839028531/500000000000000000000000000000000000,249999999999999999999999999999999983/250000000000000000000000000000000000000000000,0,-10500000000249999999999999999999999999999999983/282741348529832143426831878022931384100000000,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000249999999999999999999999999999999983/282741348529832143426831878022931384100000000"", ""0"", ""-10"", ""11/5"", ""484310316845301948569847161839028531/500000000000000000000000000000000000""]"
positive_center_008_pair,9686206336920250813779765835453276487653/10000000000000000000000000000000000000000,249999999999999999999999999999999983/250000000000000000000000000000000000000000000,0,-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000"", ""0"", ""-10"", ""11/5"", ""9686206336920250813779765835453276487653/10000000000000000000000000000000000000000""]"
positive_center_008_hopf_1,9686206336920250813779765835453276487653/10000000000000000000000000000000000000000,249999999999999999999999999999999983/250000000000000000000000000000000000000000000,-37348403945168257/500000000000000000000000000000,-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000"", ""-37348403945168257/500000000000000000000000000000"", ""-10"", ""11/5"", ""9686206336920250813779765835453276487653/10000000000000000000000000000000000000000""]"
positive_center_008_hopf_0.1,9686206336920250813779765835453276487653/10000000000000000000000000000000000000000,249999999999999999999999999999999983/250000000000000000000000000000000000000000000,-74696807890336511/10000000000000000000000000000000,-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000249999999999999999999999999999999983/282741348530613794757887120949930206820915000"", ""-74696807890336511/10000000000000000000000000000000"", ""-10"", ""11/5"", ""9686206336920250813779765835453276487653/10000000000000000000000000000000000000000""]"
positive_center_009_fold,484310316783602623624524492976631443/500000000000000000000000000000000000,25000000000000000000000000000000001/250000000000000000000000000000000000000000000,0,-10500000000025000000000000000000000000000000001/282741348461962885986976942274294587300000000,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,1,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000025000000000000000000000000000000001/282741348461962885986976942274294587300000000"", ""0"", ""-10"", ""11/5"", ""484310316783602623624524492976631443/500000000000000000000000000000000000""]"
positive_center_009_pair,1937241267134694731345595387184111052757/2000000000000000000000000000000000000000,25000000000000000000000000000000001/250000000000000000000000000000000000000000000,0,-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000,binary128_matching,2,SU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000"", ""0"", ""-10"", ""11/5"", ""1937241267134694731345595387184111052757/2000000000000000000000000000000000000000""]"
positive_center_009_hopf_1,1937241267134694731345595387184111052757/2000000000000000000000000000000000000000,25000000000000000000000000000000001/250000000000000000000000000000000000000000000,-1647889972432881/25000000000000000000000000000,-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000"", ""-1647889972432881/25000000000000000000000000000"", ""-10"", ""11/5"", ""1937241267134694731345595387184111052757/2000000000000000000000000000000000000000""]"
positive_infinity_001_fold,969156431821404178705690373969329173/1000000000000000000000000000000000000,1/256,0,-210019531250000000000000000000000000000/5660720750035445965762594113662620903,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-210019531250000000000000000000000000000/5660720750035445965762594113662620903"", ""0"", ""-10"", ""11/5"", ""969156431821404178705690373969329173/1000000000000000000000000000000000000""]"
positive_center_009_hopf_0.1,1937241267134694731345595387184111052757/2000000000000000000000000000000000000000,25000000000000000000000000000000001/250000000000000000000000000000000000000000000,-1647889972432881/250000000000000000000000000000,-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10500000000025000000000000000000000000000000001/282741348462041051120038731475630539508175000"", ""-1647889972432881/250000000000000000000000000000"", ""-10"", ""11/5"", ""1937241267134694731345595387184111052757/2000000000000000000000000000000000000000""]"
positive_infinity_001_pair,9691619846388926296288413331374609891579/10000000000000000000000000000000000000000,1/256,0,-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369"", ""0"", ""-10"", ""11/5"", ""9691619846388926296288413331374609891579/10000000000000000000000000000000000000000""]"
positive_infinity_001_hopf_1,9691619846388926296288413331374609891579/10000000000000000000000000000000000000000,1/256,-58690208094656151/100000000000000000000000,-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369"", ""-58690208094656151/100000000000000000000000"", ""-10"", ""11/5"", ""9691619846388926296288413331374609891579/10000000000000000000000000000000000000000""]"
negative_000_fold,968606922732773480979780597145744289/1000000000000000000000000000000000000,-100000000000000000001140000000000003/1000000000000000000000000000000000000000,0,-41999899999999999999999998859999999999997/1130935230012101658155517313720637435800,double_full_return,0,,,-1,scan_cap,2.353852668369765e+17,unresolved,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-41999899999999999999999998859999999999997/1130935230012101658155517313720637435800"", ""0"", ""-10"", ""11/5"", ""968606922732773480979780597145744289/1000000000000000000000000000000000000""]"
positive_infinity_001_hopf_0.1,9691619846388926296288413331374609891579/10000000000000000000000000000000000000000,1/256,-11738041618931231/200000000000000000000000,-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-2100195312500000000000000000000000000000000/56607818310278189259172546645120708807369"", ""-11738041618931231/200000000000000000000000"", ""-10"", ""11/5"", ""9691619846388926296288413331374609891579/10000000000000000000000000000000000000000""]"
negative_000_pair,2421516951538062982885724441751473066933/2500000000000000000000000000000000000000,-100000000000000000001140000000000003/1000000000000000000000000000000000000000,0,-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526,double_full_return,2,US,-1,-1,scan_cap,2.353852668369765e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526"", ""0"", ""-10"", ""11/5"", ""2421516951538062982885724441751473066933/2500000000000000000000000000000000000000""]"
negative_000_hopf_1,2421516951538062982885724441751473066933/2500000000000000000000000000000000000000,-100000000000000000001140000000000003/1000000000000000000000000000000000000000,938042673254693/62500000000000000000000,-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526,double_full_return,3,SUS,-1,-1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526"", ""938042673254693/62500000000000000000000"", ""-10"", ""11/5"", ""2421516951538062982885724441751473066933/2500000000000000000000000000000000000000""]"
negative_000_hopf_0.1,2421516951538062982885724441751473066933/2500000000000000000000000000000000000000,-100000000000000000001140000000000003/1000000000000000000000000000000000000000,938042673254693/625000000000000000000000,-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1049997499999999999999999971499999999999925/28273372933837385623485937718532407472526"", ""938042673254693/625000000000000000000000"", ""-10"", ""11/5"", ""2421516951538062982885724441751473066933/2500000000000000000000000000000000000000""]"
positive_infinity_002_fold,242691594139419884713804064540438103/250000000000000000000000000000000000,1/64,0,-52519531250000000000000000000000000000/1419607535533618731851844709944819133,double_full_return,0,,,1,scan_cap,2.353852668369765e+17,unresolved,3,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-52519531250000000000000000000000000000/1419607535533618731851844709944819133"", ""0"", ""-10"", ""11/5"", ""242691594139419884713804064540438103/250000000000000000000000000000000000""]"
positive_infinity_002_pair,303371438348446070742771475236637141227/312500000000000000000000000000000000000,1/64,0,-65649414062500000000000000000000000000000/1774585821832906778170486227603008553497,double_full_return,2,SU,1,1,scan_cap,2.353852668369765e+17,agree,1,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-65649414062500000000000000000000000000000/1774585821832906778170486227603008553497"", ""0"", ""-10"", ""11/5"", ""303371438348446070742771475236637141227/312500000000000000000000000000000000000""]"
positive_infinity_002_hopf_1,303371438348446070742771475236637141227/312500000000000000000000000000000000000,1/64,-23550004534202221/10000000000000000000000,-65649414062500000000000000000000000000000/1774585821832906778170486227603008553497,double_full_return,3,USU,1,1,scan_cap,2.353852668369765e+17,agree,0,3,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-65649414062500000000000000000000000000000/1774585821832906778170486227603008553497"", ""-23550004534202221/10000000000000000000000"", ""-10"", ""11/5"", ""303371438348446070742771475236637141227/312500000000000000000000000000000000000""]"
